Preset and Sample Listing for MODULA KONTROL 7-Performance.exb
Sun Jul 19 11:15:56 2026

Presets

Number  	Bank:Prog   	Name                              	Category
354     	48008 Hz      	2,152 bytes   	ArpSawF#1                         	
355     	47959 Hz      	920 bytes     	ArpSawA1                          	
356     	48010 Hz      	1,508 bytes   	ArpSawC324                        	
357     	47913 Hz      	1,272 bytes   	ArpSawD#2                         	
358     	47916 Hz      	556 bytes     	ArpSawF#2                         	
359     	47959 Hz      	480 bytes     	ArpSawA2                          	
360     	47879 Hz      	776 bytes     	ArpSawC3                          	
361     	47913 Hz      	656 bytes     	ArpSawD#3                         	
362     	48100 Hz      	558 bytes     	ArpSawF#3                         	
363     	47959 Hz      	476 bytes     	ArpSawA3                          	
364     	48139 Hz      	408 bytes     	ArpSawC4                          	
365     	47913 Hz      	708 bytes     	ArpSawD#4                         	
366     	48100 Hz      	558 bytes     	ArpSawF#4                         	
367     	47519 Hz      	364 bytes     	ArpSawA4                          	
368     	48139 Hz      	316 bytes     	ArpSawC5                          	
369     	47293 Hz      	268 bytes     	ArpSawD#5                         	
370     	47360 Hz      	294 bytes     	ArpSawF#5                         	
371     	47519 Hz      	256 bytes     	ArpSawA5                          	
372     	48139 Hz      	270 bytes     	ArpSawC6                          	
373     	47360 Hz      	222 bytes     	ArpSawF#6                         	
374     	48151 Hz      	5,152 bytes   	ArpSquareC0                       	
375     	48107 Hz      	5,810 bytes   	ArpSquareD#1                      	
376     	48100 Hz      	5,186 bytes   	ArpSquareF#0                      	
377     	48126 Hz      	3,872 bytes   	ArpSquareA1                       	
378     	48070 Hz      	2,620 bytes   	ArpSquareC1                       	
379     	47992 Hz      	3,080 bytes   	ArpSquareD#1                      	
380     	48008 Hz      	2,112 bytes   	ArpSquareF#1                      	
381     	47959 Hz      	2,198 bytes   	ArpSquareA1                       	
382     	48010 Hz      	1,582 bytes   	ArpSquareC2                       	
383     	47913 Hz      	1,230 bytes   	ArpSquareD#2                      	
384     	47916 Hz      	1,250 bytes   	ArpSquareF#2                      	
385     	47959 Hz      	1,022 bytes   	ArpSquareA2                       	
386     	48139 Hz      	878 bytes     	ArpSquareC3                       	
387     	47913 Hz      	916 bytes     	ArpSquareD#3                      	
388     	48100 Hz      	840 bytes     	ArpSquareF#3                      	
389     	47959 Hz      	748 bytes     	ArpSquareA3                       	
390     	48139 Hz      	804 bytes     	ArpSquareC4                       	
391     	47913 Hz      	680 bytes     	ArpSquareD#4                      	
392     	48100 Hz      	692 bytes     	ArpSquareF#4                      	
393     	48400 Hz      	678 bytes     	ArpSquareA4                       	
394     	48139 Hz      	614 bytes     	ArpSquareC5                       	
395     	48537 Hz      	658 bytes     	ArpSquareD#5                      	
396     	47360 Hz      	612 bytes     	ArpSquareF#5                      	
397     	47519 Hz      	598 bytes     	ArpSquareA5                       	
398     	48139 Hz      	636 bytes     	ArpSquareC6                       	
399     	47360 Hz      	602 bytes     	ArpSquareF#6                      	
400     	32000 Hz      	94,906 bytes  	EmuFat124C3 3b                    	
401     	24151 Hz      	82,198 bytes  	EmuFat124C4 real                  	
402     	24000 Hz      	195,458 bytes 	TaurusClassic3C2                  	
403     	23981 Hz      	72,026 bytes  	TaurusClassic3E2                  	
404     	24000 Hz      	148,278 bytes 	TaurusClassic3G1                  	
405     	24008 Hz      	16,140 bytes  	Mini SnapBass A0                  	
406     	48000 Hz      	25,978 bytes  	Mini SnapBass E1                  	
407     	48000 Hz      	22,632 bytes  	Mini SnapBass B1                  	
408     	48000 Hz      	19,982 bytes  	Mini SnapBassF#2                  	
409     	48000 Hz      	20,856 bytes  	Mini SnapBassC#3                  	
410     	48000 Hz      	27,128 bytes  	Mini SnapBassG#3                  	
411     	48000 Hz      	26,500 bytes  	Mini SnapBassD#4                  	
412     	48176 Hz      	22,542 bytes  	Mini SnapBassG#4                  	
413     	23996 Hz      	14,876 bytes  	PPG Digbass D#1.                  	
414     	23980 Hz      	13,838 bytes  	PPG Digbass A 1.                  	
415     	24035 Hz      	12,686 bytes  	PPG Digbass D#2.                  	
416     	23981 Hz      	8,266 bytes   	PPG Digbass A 2.                  	
417     	23958 Hz      	10,886 bytes  	PPG Digbass D#3.                  	
418     	23982 Hz      	8,308 bytes   	PPG Digbass A 3.                  	
419     	22092 Hz      	9,668 bytes   	PPG Digbass D#4.                  	
420     	24202 Hz      	10,292 bytes  	PPG Digbass A 4.                  	
421     	24425 Hz      	5,062 bytes   	PPG Digbass F#5.                  	
422     	24004 Hz      	27,170 bytes  	DXHardEPC116                      	
423     	27981 Hz      	21,274 bytes  	DW EP Bass 2                      	
424     	24971 Hz      	13,494 bytes  	DX Bass                           	
425     	32011 Hz      	20,418 bytes  	Juno Sub                          	
426     	24008 Hz      	2,112 bytes   	Bag Bass1                         	
427     	33993 Hz      	11,754 bytes  	Finger Bass 1 E0                  	
428     	27940 Hz      	7,200 bytes   	Finger Bass 1 A0                  	
429     	27942 Hz      	10,498 bytes  	Finger Bass 1 D1                  	
430     	33908 Hz      	10,006 bytes  	Finger Bass 1 G1                  	
431     	27994 Hz      	6,454 bytes   	Finger Bass 1 C2                  	
432     	28028 Hz      	5,506 bytes   	Finger Bass 1 G2                  	
433     	27994 Hz      	6,190 bytes   	Finger Bass 1 C3                  	
434     	27939 Hz      	4,678 bytes   	Finger Bass 1 F3                  	
435     	25145 Hz      	930 bytes     	Finger Bass 1 F5                  	
436     	24000 Hz      	92,564 bytes  	3VIOLINSFTA2                      	
437     	24000 Hz      	93,030 bytes  	3VIOLINSFTB2                      	
438     	24000 Hz      	81,448 bytes  	3VIOLINSFTD#3                     	
439     	24000 Hz      	94,976 bytes  	3VIOLINSFTF#3                     	
440     	24000 Hz      	105,046 bytes 	3VIOLINSFTA#3                     	
441     	24000 Hz      	86,652 bytes  	3VIOLINSFTC#4                     	
442     	24000 Hz      	73,362 bytes  	3VIOLINSFTF4                      	
443     	24000 Hz      	76,134 bytes  	3VIOLINSFTG4                      	
444     	24000 Hz      	77,614 bytes  	3VIOLINSFTA#4                     	
445     	24000 Hz      	85,250 bytes  	3VIOLINSFTD#5                     	
446     	22000 Hz      	114,210 bytes 	Matrix String C4                  	
447     	44100 Hz      	80,498 bytes  	ARP STR C3.2                      	
448     	44100 Hz      	87,314 bytes  	ARP STR C4.2                      	
449     	44100 Hz      	65,314 bytes  	ARP STR C5.2                      	
450     	44100 Hz      	84,594 bytes  	ARP STR C6.2                      	
451     	28000 Hz      	60,522 bytes  	ElkaCelloF#224                    	
452     	28000 Hz      	63,046 bytes  	ElkaCelloA#2 16                   	
453     	28000 Hz      	65,214 bytes  	ElkaCelloD324                     	
454     	28000 Hz      	59,104 bytes  	ElkaCelloF#324                    	
455     	28000 Hz      	61,336 bytes  	ElkaCelloA#324                    	
456     	28000 Hz      	56,734 bytes  	ElkaCelloD424                     	
457     	28000 Hz      	60,286 bytes  	ElkaCelloF#424                    	
458     	32000 Hz      	69,802 bytes  	ElkaStringF#2                     	
459     	32000 Hz      	70,180 bytes  	ElkaStringA#2                     	
460     	32000 Hz      	67,812 bytes  	ElkaStringD3                      	
461     	32000 Hz      	70,274 bytes  	ElkaStringF#3                     	
462     	32000 Hz      	69,692 bytes  	ElkaStringA#3                     	
463     	32000 Hz      	68,756 bytes  	ElkaStringD4                      	
464     	32000 Hz      	73,216 bytes  	ElkaStringF#4                     	
465     	14000 Hz      	40,258 bytes  	Tron Males A#1                    	
466     	14000 Hz      	21,760 bytes  	Tron Males D#2                    	
467     	14000 Hz      	31,656 bytes  	Tron Males F#2                    	
468     	14000 Hz      	36,676 bytes  	Tron Males G#2                    	
469     	14000 Hz      	36,740 bytes  	Tron Males C3                     	
470     	14000 Hz      	31,048 bytes  	Tron Males D3                     	
471     	23000 Hz      	57,304 bytes  	Tron Females B1                   	
472     	24000 Hz      	68,136 bytes  	Tron Females D2                   	
473     	24000 Hz      	88,096 bytes  	Tron Females G2                   	
474     	24000 Hz      	54,538 bytes  	Tron Females B2                   	
475     	25000 Hz      	48,376 bytes  	TronFemalesD#3                    	
476     	32000 Hz      	63,686 bytes  	P10ChoirC424 1                    	
477     	22000 Hz      	51,378 bytes  	Ahh G2                            	
478     	28000 Hz      	93,906 bytes  	BRASSSFTD3                        	
479     	28000 Hz      	88,366 bytes  	BRASSSFTB3 1                      	
480     	28000 Hz      	79,698 bytes  	BRASSSFTF4                        	
481     	28000 Hz      	84,520 bytes  	BRASSSFTA4                        	
482     	32000 Hz      	39,758 bytes  	FLUTESFTA#2.AIF                   	
483     	32000 Hz      	41,880 bytes  	FLUTESFTC3.AIF                    	
484     	32000 Hz      	18,566 bytes  	FLUTESFTE3.AIF                    	
485     	32000 Hz      	34,172 bytes  	FLUTESFTG3.AIF                    	
486     	32000 Hz      	19,586 bytes  	FLUTESFTA#3.AIF                   	
487     	32000 Hz      	22,486 bytes  	FLUTESFTC#4.AIF                   	
488     	32000 Hz      	23,280 bytes  	FLUTESFTE4.AIF                    	
489     	32000 Hz      	22,012 bytes  	FLUTESFTF#4.AIF                   	
490     	32000 Hz      	40,584 bytes  	FLUTESFTA4.AIF                    	
491     	32000 Hz      	27,110 bytes  	FLUTESFTC5.AIF                    	
492     	32000 Hz      	30,980 bytes  	FLUTESFTD#5.AIF                   	
493     	47976 Hz      	7,076 bytes   	Mini Tri #45                      	
494     	47992 Hz      	5,978 bytes   	Mini Tri #50                      	
495     	47961 Hz      	5,206 bytes   	Mini Tri #55                      	
496     	47960 Hz      	4,498 bytes   	Mini Tri #60                      	
497     	47943 Hz      	3,022 bytes   	Mini Tri #65                      	
498     	47922 Hz      	2,650 bytes   	Mini Tri #70                      	
499     	48007 Hz      	2,982 bytes   	Mini Tri #75                      	
500     	47960 Hz      	2,060 bytes   	Mini Tri #80                      	
501     	48009 Hz      	1,782 bytes   	Mini Tri #85                      	
502     	47914 Hz      	1,502 bytes   	Mini Tri #90                      	
503     	47915 Hz      	1,502 bytes   	Mini Tri #95                      	
504     	47960 Hz      	1,188 bytes   	Mini Tri #100                     	
505     	47878 Hz      	998 bytes     	Mini Tri #15                      	
506     	47914 Hz      	898 bytes     	Mini Tri #105                     	
507     	47730 Hz      	542 bytes     	Mini Tri #110                     	
508     	47960 Hz      	638 bytes     	Mini Tri #115                     	
509     	47616 Hz      	350 bytes     	Mini Tri #120                     	
510     	48000 Hz      	568 bytes     	Mini Tri #125                     	
511     	47360 Hz      	422 bytes     	Mini Tri #130                     	
512     	47520 Hz      	482 bytes     	Mini Tri #135                     	
513     	47093 Hz      	330 bytes     	Mini Tri #140                     	
514     	47292 Hz      	270 bytes     	Mini Tri #146                     	
515     	47360 Hz      	276 bytes     	Mini Tri #152                     	
516     	48139 Hz      	192 bytes     	Mini Tri #158                     	
517     	47360 Hz      	198 bytes     	Mini Tri #166                     	
518     	47976 Hz      	7,642 bytes   	Mini Tri #47                      	
519     	47992 Hz      	5,240 bytes   	Mini Tri #52                      	
520     	47961 Hz      	5,282 bytes   	Mini Tri #57                      	
521     	47960 Hz      	5,098 bytes   	Mini Tri #62                      	
522     	47943 Hz      	6,500 bytes   	Mini Tri #67                      	
523     	47922 Hz      	5,240 bytes   	Mini Tri #72                      	
524     	48007 Hz      	1,854 bytes   	Mini Tri #77                      	
525     	47960 Hz      	1,976 bytes   	Mini Tri #82                      	
526     	48009 Hz      	1,412 bytes   	Mini Tri #87                      	
527     	47914 Hz      	1,408 bytes   	Mini Tri #92                      	
528     	47915 Hz      	1,116 bytes   	Mini Tri #97                      	
529     	47960 Hz      	886 bytes     	Mini Tri #102                     	
530     	47878 Hz      	1,184 bytes   	Mini Tri #17                      	
